city,district,neighborhood,number_of_rooms,area_sqm,building_age,price,property_type,floor,number_of_bathrooms
İzmir,Bornova,Yeşilbahçe,2+1,91,12,1569000,Villa,Çatı,1
İzmir,Karşıyaka,Yeşilbahçe,2+1,37,32,504000,Daire,Zemin,3
İzmir,Bornova,Bahçelievler,5+1,105,27,1637000,Müstakil,Zemin,2
İstanbul,Bakırköy,Altıntepe,3+1,96,44,1743000,Daire,5,2
İstanbul,Bakırköy,Güzeltepe,1+1,56,6,860000,Villa,Çatı,3
Ankara,Çankaya,Bahçelievler,3+1,126,33,1792000,Daire,5,1
İstanbul,Üsküdar,Bahçelievler,3+1,113,6,1711000,Villa,2,1
İstanbul,Kadıköy,Yeşilbahçe,1+1,156,38,1874000,Daire,2,2
İzmir,Karşıyaka,Güzeltepe,5+1,90,10,2024000,Villa,Zemin,3
İzmir,Karşıyaka,Güzeltepe,2+1,38,45,418000,Villa,3,2
Ankara,Keçiören,Bahçelievler,4+1,70,37,1072000,Daire,1,2
Ankara,Çankaya,Altıntepe,1+1,80,10,1135000,Daire,1,3
İstanbul,Kadıköy,Altıntepe,1+1,105,10,1527000,Villa,1,1
İstanbul,Beşiktaş,Güzeltepe,2+1,62,40,930000,Rezidans,5,2
İstanbul,Bakırköy,Bahçelievler,5+1,67,8,1038000,Rezidans,2,3
Ankara,Yenimahalle,Güzeltepe,1+1,101,5,1616000,Müstakil,4,2
İstanbul,Bakırköy,Yeşilbahçe,5+1,129,14,2246000,Müstakil,4,2
İstanbul,Bakırköy,Altıntepe,2+1,92,10,1733000,Villa,2,2
İzmir,Karşıyaka,Güzeltepe,3+1,71,15,1166000,Daire,Çatı,3
İstanbul,Kadıköy,Bahçelievler,5+1,60,37,757000,Rezidans,1,2
İzmir,Buca,Bahçelievler,2+1,82,32,1118000,Daire,3,2
İzmir,Karşıyaka,Bahçelievler,5+1,94,20,1697000,Rezidans,Zemin,1
İzmir,Karşıyaka,Güzeltepe,4+1,118,37,1529000,Rezidans,Zemin,1
İstanbul,Beşiktaş,Altıntepe,2+1,66,32,1213000,Daire,Zemin,3
İstanbul,Beşiktaş,Yeşilbahçe,2+1,72,38,1135000,Daire,Zemin,1
Ankara,Keçiören,Altıntepe,4+1,99,13,1708000,Daire,4,2
Ankara,Yenimahalle,Altıntepe,1+1,69,25,1243000,Müstakil,Zemin,1
Ankara,Keçiören,Altıntepe,3+1,116,9,2073000,Villa,3,2
İstanbul,Kadıköy,Merkez,3+1,138,19,2010000,Müstakil,Çatı,2
İzmir,Buca,Bahçelievler,5+1,114,33,2100000,Villa,Çatı,3
İzmir,Buca,Altıntepe,1+1,102,42,1635000,Müstakil,3,2
İzmir,Bornova,Merkez,5+1,112,8,2360000,Daire,1,1
İzmir,Buca,Güzeltepe,1+1,126,19,1965000,Müstakil,Çatı,1
İzmir,Konak,Altıntepe,1+1,119,45,2037000,Müstakil,2,2
İzmir,Karşıyaka,Yeşilbahçe,4+1,109,48,1835000,Villa,2,2
İzmir,Karşıyaka,Güzeltepe,1+1,132,36,1954000,Villa,2,2
İzmir,Buca,Güzeltepe,4+1,109,40,1523000,Müstakil,3,3
Ankara,Keçiören,Güzeltepe,3+1,94,46,1189000,Müstakil,2,3
İstanbul,Beşiktaş,Güzeltepe,2+1,69,23,1453000,Rezidans,Zemin,2
İstanbul,Üsküdar,Altıntepe,4+1,84,37,990000,Rezidans,5,1
İstanbul,Bakırköy,Güzeltepe,2+1,71,3,1593000,Rezidans,Çatı,3
İstanbul,Kadıköy,Yeşilbahçe,1+1,138,0,2859000,Rezidans,3,2
İzmir,Bornova,Merkez,5+1,90,43,1471000,Villa,2,3
İzmir,Karşıyaka,Güzeltepe,5+1,152,37,2626000,Villa,3,3
Ankara,Çankaya,Altıntepe,1+1,94,17,1898000,Rezidans,2,1
İzmir,Buca,Merkez,4+1,65,38,1039000,Villa,2,3
İzmir,Bornova,Bahçelievler,5+1,109,7,2365000,Daire,1,3
İzmir,Karşıyaka,Yeşilbahçe,1+1,102,5,1859000,Rezidans,Zemin,2
Ankara,Etimesgut,Güzeltepe,3+1,95,9,2175000,Daire,Zemin,2
İstanbul,Kadıköy,Bahçelievler,2+1,106,18,2239000,Müstakil,5,1
İzmir,Karşıyaka,Yeşilbahçe,4+1,131,41,2242000,Rezidans,5,3
Ankara,Keçiören,Yeşilbahçe,5+1,94,38,1487000,Rezidans,2,2
İzmir,Konak,Merkez,4+1,123,35,1550000,Daire,1,3
Ankara,Yenimahalle,Altıntepe,5+1,75,36,978000,Daire,5,3
İzmir,Buca,Güzeltepe,1+1,55,37,920000,Müstakil,5,3
İzmir,Buca,Altıntepe,3+1,86,17,1161000,Villa,4,1
İzmir,Karşıyaka,Bahçelievler,2+1,137,9,2375000,Müstakil,3,3
İzmir,Buca,Bahçelievler,1+1,168,14,3068000,Daire,5,1
Ankara,Keçiören,Altıntepe,5+1,61,26,988000,Müstakil,2,2
Ankara,Çankaya,Bahçelievler,2+1,104,38,1762000,Rezidans,2,2
Ankara,Keçiören,Merkez,5+1,73,7,1683000,Villa,2,3
İstanbul,Beşiktaş,Yeşilbahçe,5+1,118,35,2010000,Villa,3,3
İstanbul,Beşiktaş,Bahçelievler,3+1,109,3,2080000,Müstakil,4,1
Ankara,Keçiören,Altıntepe,1+1,131,34,1791000,Müstakil,5,2
İzmir,Buca,Merkez,4+1,89,41,1231000,Daire,1,2
İzmir,Karşıyaka,Merkez,4+1,98,42,1738000,Villa,5,3
Ankara,Yenimahalle,Bahçelievler,1+1,76,28,1448000,Daire,1,2
İstanbul,Üsküdar,Güzeltepe,5+1,112,18,1688000,Müstakil,4,3
İzmir,Karşıyaka,Merkez,1+1,105,46,1498000,Müstakil,2,1
İstanbul,Bakırköy,Altıntepe,4+1,81,14,1654000,Rezidans,Zemin,2
İzmir,Buca,Altıntepe,4+1,118,16,2063000,Müstakil,3,2
İzmir,Bornova,Bahçelievler,1+1,116,45,1936000,Daire,4,1
İzmir,Karşıyaka,Merkez,4+1,100,41,1176000,Daire,5,1
İzmir,Konak,Yeşilbahçe,1+1,99,12,1505000,Müstakil,1,3
İstanbul,Bakırköy,Yeşilbahçe,4+1,107,34,1800000,Daire,5,1
İstanbul,Bakırköy,Güzeltepe,1+1,152,27,3171000,Rezidans,1,2
İstanbul,Beşiktaş,Güzeltepe,2+1,123,18,1870000,Rezidans,4,1
İstanbul,Beşiktaş,Merkez,2+1,54,20,1009000,Rezidans,Zemin,1
İstanbul,Beşiktaş,Güzeltepe,5+1,104,44,1660000,Müstakil,4,2
Ankara,Yenimahalle,Yeşilbahçe,1+1,58,10,822000,Villa,Çatı,2
Ankara,Yenimahalle,Altıntepe,5+1,41,41,675000,Müstakil,3,1
Ankara,Keçiören,Bahçelievler,2+1,90,3,1611000,Rezidans,3,3
İstanbul,Beşiktaş,Güzeltepe,5+1,105,40,1415000,Müstakil,1,3
Ankara,Çankaya,Merkez,5+1,49,30,789000,Müstakil,4,2
İstanbul,Üsküdar,Merkez,1+1,54,30,750000,Daire,2,3
Ankara,Keçiören,Altıntepe,5+1,41,38,663000,Daire,Çatı,2
İstanbul,Bakırköy,Bahçelievler,2+1,99,18,1662000,Müstakil,1,3
İzmir,Buca,Merkez,2+1,131,24,2349000,Daire,3,1
Ankara,Çankaya,Bahçelievler,4+1,121,19,1842000,Müstakil,4,1
İstanbul,Bakırköy,Merkez,4+1,73,10,1698000,Villa,Çatı,1
İstanbul,Kadıköy,Yeşilbahçe,4+1,116,17,2329000,Villa,1,1
Ankara,Keçiören,Altıntepe,2+1,58,44,727000,Daire,1,2
Ankara,Keçiören,Yeşilbahçe,5+1,65,42,770000,Daire,1,2
İzmir,Karşıyaka,Altıntepe,4+1,87,31,1132000,Rezidans,2,1
İzmir,Buca,Yeşilbahçe,3+1,108,47,1609000,Müstakil,4,3
İzmir,Buca,Güzeltepe,2+1,124,3,2396000,Rezidans,Çatı,2
Ankara,Çankaya,Merkez,5+1,94,0,2074000,Rezidans,Zemin,1
İzmir,Karşıyaka,Altıntepe,1+1,94,5,1536000,Rezidans,2,2
İzmir,Karşıyaka,Yeşilbahçe,4+1,186,18,3596000,Rezidans,4,3
İstanbul,Beşiktaş,Güzeltepe,1+1,162,38,2073000,Müstakil,4,3
İzmir,Karşıyaka,Merkez,4+1,145,48,2442000,Daire,2,3
Ankara,Keçiören,Güzeltepe,5+1,93,13,2077000,Müstakil,4,3
İstanbul,Üsküdar,Güzeltepe,3+1,91,6,2132000,Rezidans,1,3
İstanbul,Bakırköy,Altıntepe,2+1,81,42,1206000,Villa,5,1
İzmir,Konak,Güzeltepe,5+1,103,7,1845000,Rezidans,2,3
Ankara,Keçiören,Güzeltepe,2+1,51,0,779000,Daire,2,2
İzmir,Konak,Altıntepe,1+1,111,46,1960000,Villa,3,1
İstanbul,Bakırköy,Altıntepe,1+1,120,27,1583000,Rezidans,3,1
İzmir,Karşıyaka,Bahçelievler,5+1,104,16,2183000,Villa,4,2
Ankara,Keçiören,Bahçelievler,4+1,120,15,2704000,Rezidans,1,3
İstanbul,Kadıköy,Güzeltepe,3+1,120,7,2039000,Villa,2,2
Ankara,Çankaya,Yeşilbahçe,2+1,119,42,1753000,Daire,Zemin,3
İstanbul,Bakırköy,Bahçelievler,4+1,59,9,1372000,Müstakil,5,1
Ankara,Etimesgut,Merkez,2+1,93,29,1202000,Villa,3,1
Ankara,Yenimahalle,Merkez,5+1,91,28,1471000,Villa,Çatı,2
İstanbul,Bakırköy,Yeşilbahçe,4+1,61,13,1249000,Müstakil,5,1
İzmir,Konak,Merkez,5+1,92,9,1619000,Daire,4,2
İstanbul,Kadıköy,Altıntepe,2+1,101,10,2362000,Rezidans,4,3
Ankara,Yenimahalle,Bahçelievler,4+1,131,5,2162000,Daire,5,3
İzmir,Karşıyaka,Yeşilbahçe,5+1,55,47,706000,Daire,2,1
İstanbul,Bakırköy,Merkez,4+1,110,20,2317000,Daire,2,3
Ankara,Yenimahalle,Merkez,3+1,74,27,1263000,Rezidans,4,1
Ankara,Çankaya,Bahçelievler,3+1,129,43,2070000,Rezidans,4,2
Ankara,Çankaya,Altıntepe,5+1,131,19,1805000,Daire,3,1
İzmir,Bornova,Merkez,1+1,109,22,1734000,Rezidans,2,2
Ankara,Çankaya,Bahçelievler,3+1,83,33,1215000,Müstakil,1,3
İstanbul,Üsküdar,Güzeltepe,5+1,126,7,2196000,Villa,5,1
Ankara,Etimesgut,Bahçelievler,3+1,134,8,2959000,Müstakil,5,3
İstanbul,Beşiktaş,Bahçelievler,4+1,102,31,1828000,Villa,Zemin,2
İzmir,Buca,Güzeltepe,4+1,94,35,1471000,Daire,3,3
İstanbul,Kadıköy,Güzeltepe,4+1,118,8,2499000,Villa,1,3
İstanbul,Üsküdar,Merkez,1+1,124,16,2740000,Rezidans,5,2
Ankara,Etimesgut,Bahçelievler,2+1,131,13,2527000,Daire,Çatı,3
Ankara,Etimesgut,Güzeltepe,5+1,75,30,1490000,Villa,4,1
Ankara,Çankaya,Altıntepe,4+1,99,18,1877000,Rezidans,1,1
Ankara,Keçiören,Güzeltepe,4+1,116,27,2313000,Müstakil,3,3
Ankara,Çankaya,Yeşilbahçe,4+1,94,22,1589000,Daire,Çatı,2
Ankara,Keçiören,Altıntepe,4+1,85,27,1242000,Daire,2,3
İstanbul,Bakırköy,Merkez,3+1,114,41,1693000,Rezidans,1,2
Ankara,Keçiören,Altıntepe,2+1,47,11,700000,Daire,Zemin,2
İstanbul,Üsküdar,Altıntepe,4+1,111,36,1655000,Daire,1,1
İzmir,Bornova,Yeşilbahçe,2+1,123,44,2241000,Daire,1,1
İzmir,Karşıyaka,Güzeltepe,4+1,51,41,904000,Müstakil,Zemin,2
İzmir,Buca,Altıntepe,1+1,95,29,1702000,Villa,4,1
İzmir,Bornova,Merkez,2+1,150,42,2446000,Rezidans,3,3
Ankara,Keçiören,Merkez,4+1,114,1,2335000,Müstakil,1,1
İzmir,Karşıyaka,Yeşilbahçe,1+1,85,22,1654000,Daire,1,1
Ankara,Yenimahalle,Altıntepe,4+1,114,31,1745000,Daire,4,2
İstanbul,Bakırköy,Yeşilbahçe,1+1,138,28,2847000,Müstakil,1,1
İstanbul,Bakırköy,Güzeltepe,4+1,76,39,938000,Villa,1,2
İstanbul,Üsküdar,Yeşilbahçe,2+1,115,47,1717000,Müstakil,5,2
İzmir,Karşıyaka,Bahçelievler,2+1,88,43,1407000,Rezidans,3,1
İstanbul,Bakırköy,Bahçelievler,3+1,89,39,1098000,Daire,Zemin,3
İzmir,Konak,Altıntepe,3+1,123,19,2163000,Müstakil,4,2
Ankara,Çankaya,Merkez,2+1,64,41,821000,Daire,1,2
Ankara,Yenimahalle,Yeşilbahçe,3+1,67,17,1032000,Müstakil,3,2
İzmir,Konak,Merkez,2+1,133,38,1602000,Villa,5,2
Ankara,Çankaya,Yeşilbahçe,4+1,98,17,1509000,Daire,Çatı,2
İstanbul,Beşiktaş,Bahçelievler,3+1,30,24,551000,Daire,Çatı,2
Ankara,Çankaya,Altıntepe,5+1,145,21,2819000,Rezidans,4,2
İstanbul,Üsküdar,Merkez,1+1,144,11,2666000,Rezidans,5,1
İstanbul,Bakırköy,Bahçelievler,3+1,132,31,2289000,Müstakil,4,2
İstanbul,Beşiktaş,Merkez,1+1,146,35,2721000,Daire,Çatı,3
Ankara,Yenimahalle,Güzeltepe,5+1,104,3,1855000,Müstakil,Çatı,3
İzmir,Karşıyaka,Merkez,1+1,88,13,1790000,Müstakil,2,3
İstanbul,Kadıköy,Güzeltepe,2+1,112,47,1863000,Daire,3,2
Ankara,Yenimahalle,Bahçelievler,1+1,80,8,1299000,Villa,Çatı,2
Ankara,Keçiören,Merkez,2+1,95,2,2291000,Villa,5,2
İzmir,Karşıyaka,Altıntepe,3+1,147,35,2884000,Villa,2,2
İstanbul,Üsküdar,Merkez,3+1,96,10,1949000,Villa,Zemin,2
İzmir,Konak,Yeşilbahçe,1+1,91,9,1954000,Rezidans,Çatı,1
İstanbul,Bakırköy,Bahçelievler,2+1,66,48,1098000,Villa,Çatı,2
İstanbul,Kadıköy,Altıntepe,2+1,102,16,2084000,Villa,4,1
Ankara,Yenimahalle,Yeşilbahçe,4+1,143,3,3186000,Villa,Zemin,3
İzmir,Bornova,Merkez,1+1,51,47,673000,Müstakil,1,1
İstanbul,Beşiktaş,Bahçelievler,3+1,91,36,1616000,Müstakil,5,3
İstanbul,Üsküdar,Bahçelievler,5+1,118,36,2213000,Rezidans,Zemin,2
Ankara,Etimesgut,Bahçelievler,5+1,189,39,3333000,Müstakil,5,3
İzmir,Konak,Yeşilbahçe,3+1,125,30,2405000,Villa,3,3
İzmir,Buca,Merkez,3+1,88,18,1494000,Rezidans,Çatı,3
İstanbul,Kadıköy,Altıntepe,1+1,91,24,1304000,Müstakil,2,1
İstanbul,Beşiktaş,Bahçelievler,3+1,94,41,1672000,Villa,Zemin,1
İstanbul,Beşiktaş,Güzeltepe,5+1,110,47,1918000,Villa,Zemin,2
Ankara,Keçiören,Güzeltepe,5+1,130,47,2314000,Rezidans,3,2
Ankara,Keçiören,Bahçelievler,1+1,126,17,2659000,Rezidans,1,2
İstanbul,Üsküdar,Yeşilbahçe,4+1,109,1,2099000,Villa,1,2
İstanbul,Bakırköy,Merkez,4+1,102,23,1681000,Müstakil,Zemin,1
İzmir,Buca,Yeşilbahçe,3+1,80,44,1367000,Rezidans,3,2
Ankara,Etimesgut,Yeşilbahçe,5+1,138,18,2227000,Villa,Çatı,3
İzmir,Konak,Merkez,1+1,195,33,3413000,Villa,Çatı,1
İstanbul,Bakırköy,Bahçelievler,5+1,118,19,1918000,Müstakil,Çatı,2
İstanbul,Üsküdar,Merkez,2+1,79,37,1065000,Villa,Çatı,1
İstanbul,Bakırköy,Merkez,1+1,107,32,1991000,Villa,Çatı,2
Ankara,Yenimahalle,Bahçelievler,3+1,83,42,1541000,Rezidans,2,1
İstanbul,Bakırköy,Güzeltepe,2+1,60,11,1133000,Villa,3,2
İzmir,Konak,Bahçelievler,1+1,114,15,2490000,Villa,4,1
İzmir,Karşıyaka,Yeşilbahçe,1+1,112,18,2168000,Villa,5,2
İstanbul,Bakırköy,Altıntepe,2+1,133,38,1937000,Daire,1,2
İzmir,Bornova,Altıntepe,5+1,107,24,1674000,Rezidans,Zemin,1
İstanbul,Üsküdar,Bahçelievler,1+1,74,45,1170000,Müstakil,2,3
Ankara,Etimesgut,Bahçelievler,3+1,111,6,2294000,Villa,1,3
Ankara,Çankaya,Güzeltepe,3+1,168,16,3316000,Daire,1,2
Ankara,Yenimahalle,Güzeltepe,4+1,137,22,2583000,Rezidans,3,1
İstanbul,Üsküdar,Merkez,2+1,110,26,1539000,Müstakil,1,1
İzmir,Konak,Merkez,2+1,150,34,2388000,Daire,Çatı,3
İstanbul,Beşiktaş,Merkez,5+1,126,7,2472000,Rezidans,3,2
İzmir,Bornova,Bahçelievler,5+1,60,27,986000,Daire,2,3
İzmir,Konak,Merkez,3+1,119,11,2256000,Daire,4,3
İstanbul,Üsküdar,Güzeltepe,1+1,94,13,1426000,Müstakil,Zemin,3
İstanbul,Kadıköy,Güzeltepe,2+1,112,36,1739000,Villa,2,1
İzmir,Konak,Bahçelievler,4+1,119,3,1896000,Daire,Zemin,2
Ankara,Yenimahalle,Merkez,1+1,90,34,1177000,Rezidans,2,1
Ankara,Keçiören,Güzeltepe,3+1,143,46,2485000,Daire,2,2
Ankara,Keçiören,Güzeltepe,4+1,98,47,1249000,Rezidans,1,1
İzmir,Konak,Yeşilbahçe,1+1,151,0,3762000,Müstakil,1,3
İstanbul,Kadıköy,Bahçelievler,1+1,75,8,1451000,Müstakil,1,3
İstanbul,Beşiktaş,Yeşilbahçe,4+1,114,43,1661000,Rezidans,2,2
Ankara,Çankaya,Merkez,1+1,143,47,2263000,Villa,Çatı,2
İzmir,Konak,Yeşilbahçe,3+1,57,31,1078000,Villa,2,2
İzmir,Konak,Merkez,1+1,104,9,2115000,Müstakil,4,3
İstanbul,Üsküdar,Güzeltepe,4+1,122,48,2144000,Rezidans,4,3
Ankara,Keçiören,Yeşilbahçe,5+1,109,33,1374000,Rezidans,4,1
İzmir,Karşıyaka,Yeşilbahçe,5+1,106,31,1861000,Daire,2,1
İstanbul,Üsküdar,Yeşilbahçe,4+1,80,32,1237000,Rezidans,3,3
Ankara,Keçiören,Yeşilbahçe,1+1,63,7,1366000,Daire,Çatı,2
İzmir,Buca,Merkez,3+1,41,46,617000,Rezidans,5,1
İzmir,Buca,Güzeltepe,1+1,84,45,977000,Müstakil,4,1
Ankara,Keçiören,Güzeltepe,1+1,112,22,1642000,Daire,4,3
Ankara,Yenimahalle,Güzeltepe,4+1,66,19,1027000,Müstakil,Zemin,3
İzmir,Bornova,Merkez,1+1,60,32,866000,Rezidans,4,2
İstanbul,Bakırköy,Altıntepe,3+1,60,46,808000,Daire,5,2
İstanbul,Üsküdar,Merkez,1+1,89,46,1435000,Villa,Çatı,3
İzmir,Konak,Yeşilbahçe,4+1,110,35,1665000,Daire,4,1
İzmir,Buca,Merkez,3+1,143,26,2397000,Rezidans,2,3
İstanbul,Kadıköy,Merkez,5+1,120,7,2232000,Daire,1,3
Ankara,Çankaya,Merkez,3+1,132,9,1967000,Daire,4,1
İzmir,Buca,Merkez,4+1,79,23,1637000,Villa,Çatı,1
Ankara,Keçiören,Altıntepe,4+1,78,36,1517000,Rezidans,2,3
İzmir,Karşıyaka,Yeşilbahçe,5+1,87,12,1962000,Müstakil,1,1
İzmir,Bornova,Güzeltepe,2+1,105,40,1920000,Daire,4,2
İstanbul,Kadıköy,Güzeltepe,5+1,37,48,589000,Villa,1,3
İzmir,Konak,Güzeltepe,1+1,98,1,1814000,Villa,3,1
İzmir,Buca,Merkez,3+1,54,4,1265000,Daire,5,1
İstanbul,Üsküdar,Bahçelievler,3+1,104,0,1888000,Daire,2,2
İzmir,Karşıyaka,Altıntepe,4+1,74,16,1564000,Müstakil,5,2
İzmir,Bornova,Yeşilbahçe,5+1,60,42,793000,Daire,3,2
İstanbul,Beşiktaş,Bahçelievler,1+1,98,21,2137000,Villa,1,1
İstanbul,Beşiktaş,Yeşilbahçe,4+1,120,27,2356000,Rezidans,4,1
Ankara,Yenimahalle,Yeşilbahçe,3+1,111,39,1433000,Müstakil,5,3
Ankara,Yenimahalle,Güzeltepe,5+1,123,21,2682000,Daire,Zemin,3
İstanbul,Beşiktaş,Merkez,4+1,123,13,2190000,Rezidans,3,1
İstanbul,Beşiktaş,Altıntepe,2+1,40,1,912000,Rezidans,2,1
Ankara,Keçiören,Bahçelievler,3+1,100,7,2151000,Villa,3,1
İstanbul,Üsküdar,Güzeltepe,3+1,96,43,1383000,Rezidans,Çatı,1
İzmir,Karşıyaka,Merkez,5+1,59,37,750000,Rezidans,Çatı,2
Ankara,Etimesgut,Güzeltepe,3+1,110,7,1717000,Müstakil,Çatı,1
İstanbul,Kadıköy,Yeşilbahçe,1+1,119,36,1854000,Rezidans,Zemin,2
Ankara,Etimesgut,Güzeltepe,1+1,76,23,1558000,Villa,1,3
İstanbul,Bakırköy,Merkez,4+1,124,38,2225000,Müstakil,4,3
İzmir,Bornova,Altıntepe,3+1,127,12,2095000,Rezidans,5,1
İzmir,Bornova,Altıntepe,3+1,84,38,1206000,Daire,1,2
İstanbul,Kadıköy,Yeşilbahçe,4+1,159,27,2804000,Rezidans,Çatı,2
İstanbul,Bakırköy,Yeşilbahçe,5+1,138,2,2715000,Rezidans,5,1
İstanbul,Beşiktaş,Yeşilbahçe,3+1,156,29,3192000,Müstakil,1,1
Ankara,Yenimahalle,Bahçelievler,3+1,120,26,2009000,Daire,Çatı,3
İstanbul,Beşiktaş,Güzeltepe,2+1,90,7,1913000,Daire,Çatı,3
Ankara,Keçiören,Merkez,1+1,117,15,1699000,Villa,4,2
Ankara,Keçiören,Güzeltepe,4+1,32,41,560000,Daire,Zemin,3
İstanbul,Beşiktaş,Altıntepe,4+1,131,11,2901000,Daire,3,2
Ankara,Çankaya,Yeşilbahçe,5+1,87,23,1471000,Villa,2,3
İstanbul,Kadıköy,Merkez,3+1,77,22,1228000,Rezidans,4,1
İzmir,Buca,Merkez,1+1,82,11,1503000,Villa,2,3
İstanbul,Üsküdar,Yeşilbahçe,5+1,105,29,1672000,Müstakil,Zemin,3
Ankara,Çankaya,Güzeltepe,2+1,120,27,1759000,Villa,1,2
İzmir,Konak,Merkez,1+1,74,21,1415000,Rezidans,4,1
Ankara,Yenimahalle,Merkez,4+1,143,18,2056000,Rezidans,Çatı,2
Ankara,Çankaya,Güzeltepe,1+1,98,8,1981000,Villa,Çatı,3
İzmir,Buca,Altıntepe,2+1,143,15,2990000,Rezidans,1,1
İstanbul,Kadıköy,Güzeltepe,5+1,52,0,801000,Daire,4,2
İstanbul,Bakırköy,Altıntepe,5+1,97,10,1601000,Villa,3,3
Ankara,Çankaya,Altıntepe,5+1,137,10,2682000,Villa,Çatı,3
İzmir,Karşıyaka,Merkez,1+1,129,22,2439000,Villa,4,3
Ankara,Etimesgut,Yeşilbahçe,4+1,107,47,1789000,Rezidans,3,3
Ankara,Etimesgut,Bahçelievler,2+1,151,22,3069000,Villa,1,2
İzmir,Konak,Yeşilbahçe,1+1,129,30,2471000,Villa,Çatı,1
İzmir,Karşıyaka,Güzeltepe,5+1,95,25,1971000,Villa,3,3
Ankara,Keçiören,Merkez,2+1,121,1,2864000,Müstakil,1,2
İstanbul,Bakırköy,Merkez,3+1,103,40,1256000,Rezidans,4,2
İzmir,Karşıyaka,Güzeltepe,5+1,86,9,1883000,Daire,2,3
İstanbul,Kadıköy,Yeşilbahçe,1+1,109,45,1367000,Müstakil,2,3
İzmir,Bornova,Merkez,3+1,131,42,1992000,Rezidans,4,3
İstanbul,Kadıköy,Bahçelievler,3+1,136,12,2712000,Rezidans,Çatı,3
Ankara,Keçiören,Güzeltepe,2+1,84,45,1188000,Villa,3,1
İstanbul,Üsküdar,Bahçelievler,4+1,161,43,2493000,Müstakil,4,1
İstanbul,Beşiktaş,Merkez,1+1,59,13,1259000,Rezidans,3,3
Ankara,Yenimahalle,Altıntepe,1+1,101,31,2045000,Villa,4,1
Ankara,Keçiören,Güzeltepe,2+1,121,11,2705000,Daire,Zemin,3
İstanbul,Beşiktaş,Yeşilbahçe,3+1,84,1,1928000,Daire,1,1
Ankara,Keçiören,Altıntepe,5+1,122,44,2149000,Daire,3,1
Ankara,Etimesgut,Bahçelievler,4+1,55,36,850000,Müstakil,Zemin,2
Ankara,Keçiören,Altıntepe,4+1,77,28,1157000,Müstakil,1,1
İstanbul,Kadıköy,Altıntepe,1+1,56,24,881000,Villa,1,3
Ankara,Keçiören,Bahçelievler,1+1,78,46,1200000,Daire,1,3
İzmir,Buca,Merkez,3+1,140,26,2797000,Villa,5,2
Ankara,Keçiören,Bahçelievler,1+1,110,18,1661000,Rezidans,2,3
İstanbul,Kadıköy,Bahçelievler,3+1,78,28,1107000,Müstakil,5,2
İzmir,Konak,Merkez,4+1,70,38,1024000,Daire,Çatı,3
İstanbul,Kadıköy,Altıntepe,5+1,139,46,2196000,Daire,Zemin,3
Ankara,Etimesgut,Altıntepe,5+1,126,29,1762000,Villa,Zemin,1
İstanbul,Beşiktaş,Altıntepe,5+1,116,47,1682000,Villa,3,3
İstanbul,Kadıköy,Güzeltepe,1+1,151,40,1824000,Rezidans,5,2
İstanbul,Beşiktaş,Altıntepe,1+1,120,45,1620000,Daire,2,1
İzmir,Bornova,Merkez,4+1,106,16,1565000,Daire,4,1
Ankara,Çankaya,Yeşilbahçe,1+1,59,42,960000,Rezidans,2,2
İzmir,Bornova,Yeşilbahçe,1+1,48,45,707000,Rezidans,1,1
Ankara,Çankaya,Altıntepe,1+1,89,2,1379000,Rezidans,3,2
Ankara,Etimesgut,Altıntepe,3+1,120,40,2170000,Villa,1,1
Ankara,Yenimahalle,Merkez,4+1,100,25,1341000,Villa,1,1
İstanbul,Beşiktaş,Yeşilbahçe,3+1,110,21,2093000,Rezidans,Çatı,1
İstanbul,Bakırköy,Yeşilbahçe,4+1,50,44,815000,Rezidans,Çatı,3
İzmir,Konak,Altıntepe,3+1,30,35,448000,Müstakil,4,2
İstanbul,Bakırköy,Güzeltepe,4+1,118,47,1958000,Villa,5,1
Ankara,Keçiören,Bahçelievler,3+1,112,0,2413000,Rezidans,2,1
Ankara,Çankaya,Yeşilbahçe,3+1,127,15,2856000,Müstakil,4,3
İzmir,Buca,Altıntepe,4+1,140,26,2688000,Müstakil,Çatı,2
Ankara,Yenimahalle,Yeşilbahçe,3+1,136,39,2495000,Daire,Zemin,3
Ankara,Yenimahalle,Merkez,5+1,115,44,1764000,Müstakil,1,2
İzmir,Karşıyaka,Merkez,4+1,116,16,2431000,Rezidans,1,2
Ankara,Çankaya,Güzeltepe,1+1,92,41,1642000,Daire,Zemin,3
İzmir,Bornova,Bahçelievler,3+1,78,6,1493000,Daire,2,2
İzmir,Buca,Altıntepe,5+1,77,44,1012000,Villa,2,3
Ankara,Yenimahalle,Altıntepe,4+1,113,25,2390000,Rezidans,5,3
Ankara,Etimesgut,Merkez,2+1,101,31,1912000,Müstakil,Çatı,2
İzmir,Buca,Altıntepe,3+1,53,23,765000,Daire,5,2
İstanbul,Beşiktaş,Güzeltepe,1+1,154,10,3011000,Villa,3,3
İzmir,Karşıyaka,Bahçelievler,1+1,77,44,862000,Rezidans,2,1
İstanbul,Üsküdar,Merkez,5+1,116,6,2719000,Villa,Çatı,1
İstanbul,Kadıköy,Merkez,4+1,108,37,1738000,Rezidans,5,2
Ankara,Etimesgut,Güzeltepe,3+1,109,35,1981000,Müstakil,1,2
İzmir,Bornova,Yeşilbahçe,4+1,160,7,3265000,Müstakil,5,3
